npi,last_name,first_name,credential,city,state,zip5,lat,lon,is_neurology,is_child_neurology,is_epilepsy
1104907724,BROMEN,KENNETH,MD,DULUTH,MN,55802,46.75279,-92.08194,True,False,False
1902067002,CHATMAN,MICAELA,MD,ROSEVILLE,MN,55113,45.01301,-93.15555,True,False,False
1346216579,COTRUTA,PAULA,MD,SAINT PAUL,MN,55130,44.97298,-93.08268,True,False,False
1861629578,CURRIER,HEIDI,M.D.,ROSEVILLE,MN,55113,45.01301,-93.15555,False,True,False
1255589321,CZAPANSKY-BEILMAN,DESIREE,MD,SAINT PAUL,MN,55101,44.9513,-93.09023,False,True,False
1710908447,DOESCHER,JASON,MD,SAINT PAUL,MN,55102,44.93189,-93.12161,False,True,False
1134318488,DOONAN,NICOLE,M.D.,SAINT PAUL,MN,55101,44.9513,-93.09023,False,True,False
1376292177,EL KOSSEIFI,CHARBEL,MD,SAINT PAUL,MN,55101,44.9513,-93.09023,False,True,True
1598957409,EMIRU,TENBIT,"MD,  PH.D",ST LOUIS PARK,MN,55426,44.95532,-93.38088,True,False,False
1962829432,ESKURI,JAMIE,M.D.,SAINT PAUL,MN,55101,44.9513,-93.09023,False,True,False
1720255367,ESSE,KATHERINE,MD,ST. PAUL,MN,55102,44.93189,-93.12161,True,False,False
1881937050,FARRIS,MICHAEL,M.D.,SAINT PAUL,MN,55102,44.93189,-93.12161,True,False,False
1619430113,FAYYAZ,MUNIBA,M.D,SAINT PAUL,MN,55102,44.93189,-93.12161,True,False,False
1558335034,FINK,VIVIAN,MD,SAINT PAUL,MN,55101,44.9513,-93.09023,True,False,False
1912101114,FRATTALONE,ANTHONY,MD,SAINT PAUL,MN,55101,44.9513,-93.09023,True,False,False
1578571436,FROST,MICHAEL,MD,SAINT PAUL,MN,55102,44.93189,-93.12161,False,True,False
1710253752,GAO,WANGCAI,M.D.,ST PAUL,MN,55102,44.93189,-93.12161,True,False,False
1376647636,GILLES,ELIZABETH,MD,SAINT PAUL,MN,55102,44.93189,-93.12161,True,True,False
1497826259,GROSMANN,CARLA,M.D.,SAINT PAUL,MN,55101,44.9513,-93.09023,True,False,False
1114333408,GUERRA,HILDALICIA,M.D.,SAINT PAUL,MN,55101,44.9513,-93.09023,True,False,False
1659564946,GULIANI,GAURAV,M.D.,SAINT PAUL,MN,55130,44.97298,-93.08268,True,False,False
1851318711,HAAKE,BRET,MD,SAINT PAUL,MN,55130,44.97298,-93.08268,True,False,False
1366634255,HANNA,JULIE,M.D.,ROSEVILLE,MN,55113,45.01301,-93.15555,True,False,False
1053352567,HOJ,KENNETH,MD,MAPLEWOOD,MN,55109,45.01462,-93.02611,True,False,False
1194179085,HOVERSTEN,KNUT-KJELL,M.D.,SAINT PAUL,MN,55101,44.9513,-93.09023,True,False,False
1215498613,HUANG,MERRY,MD,SAINT PAUL,MN,55102,44.93189,-93.12161,True,False,False
1114022332,HUNGS,MARCEL,MD,SAINT PAUL,MN,55130,44.97298,-93.08268,True,False,False
1851583579,HUSSEIN,HAITHAM,"MD, MSc",SAINT PAUL,MN,55130,44.97298,-93.08268,True,False,False
1205857380,HYSER,CRAIG,MD,SAINT PAUL,MN,55102,44.93189,-93.12161,True,False,False
1285626036,IQBAL,NADEEM,M.D.,MAPLEWOOD,MN,55109,45.01462,-93.02611,True,False,False
1609868470,JACQUES,THOMAS,M.D.,MAPLEWOOD,MN,55109,45.01462,-93.02611,True,False,False
1245443571,JOHNSON,DAVID,M.D.,SAINT PAUL,MN,55130,44.97298,-93.08268,True,False,False
1639512866,JOHNSON,ELLIOT,MD,ST LOUIS PARK,MN,55426,44.95532,-93.38088,True,False,False
1942413273,JOHNSON,JULIA,MD,SAINT PAUL,MN,55130,44.97298,-93.08268,True,False,False
1164652814,KHANAL,DEEPENDRA,M.D.,SAINT PAUL,MN,55101,44.9513,-93.09023,True,False,False
1265790414,KRASNOW,BRIAN,M.D.,SAINT PAUL,MN,55116,44.90973,-93.17024,True,False,False
1689136129,LEE,RYAN,"MD, PhD",SAINT PAUL,MN,55130,44.97298,-93.08268,True,False,False
1811984958,LI,LAURA,M.D.,SAINT PAUL,MN,55130,44.97298,-93.08268,True,False,False
1356333116,MAHDAVI,ZOHREH,M.D.,MAPLEWOOD,MN,55109,45.01462,-93.02611,True,False,False
1982191961,MCCLEARY,KACI,MD,SAINT PAUL,MN,55130,44.97298,-93.08268,True,False,False
1255711123,MENDES,BRYAN,M.D.,ROSEVILLE,MN,55113,45.01301,-93.15555,False,True,False
1154563401,MOEN,AMANDA,MD,MINNEAPOLIS,MN,55454,44.96966,-93.2422,False,True,False
1568041069,MUSHANNEN,TASNIM,,MAPLEWOOD,MN,55109,45.01462,-93.02611,True,False,False
1215501887,NGO,MONICA,MD,SAINT PAUL,MN,55130,44.97298,-93.08268,True,False,False
1134218258,NORBERG,SHANI,M.D.,SAINT PAUL,MN,55101,44.9513,-93.09023,True,True,False
1043309172,ONG,BETTY,MD,SAINT PAUL,MN,55101,44.9513,-93.09023,False,True,False
1629060496,ORMISTON,CHARLES,M.D.,MAPLEWOOD,MN,55109,45.01462,-93.02611,True,False,False
1104873314,PARASHOS,SOTIRIOS,"M.D., Ph.D.",ST LOUIS PARK,MN,55426,44.95532,-93.38088,True,False,False
1770627721,PATEL,SHEETAL,MD,SAINT PAUL,MN,55102,44.93189,-93.12161,True,False,False
1548287436,PENOVICH,PATRICIA,MD,SAINT PAUL,MN,55102,44.93189,-93.12161,True,False,False
1699717561,PETERSON,RICHARD,M.D.,SAINT PAUL,MN,55101,44.9513,-93.09023,True,False,False
1225357338,PHILLIPS,KESTER,MD,SAINT PAUL,MN,55101,44.9513,-93.09023,True,False,False
1265408629,QUINONES,MARIO,MD,ST PAUL,MN,55101,44.9513,-93.09023,True,False,False
1194910406,REDDY,SUDHIR,MD,MINNEAPOLIS,MN,55109,45.01462,-93.02611,True,False,False
1457884017,REEDER,STEPHANIE,MD,MINNEAPOLIS,MN,55417,44.90409,-93.23078,True,False,False
1679681258,REYES,PATRICIO,M.D.,ST. PAUL,MN,55130,44.97298,-93.08268,True,False,False
1740397538,RICHARDSON,RANDAL,"M.D., M.M.S.",SAINT PAUL,MN,55101,44.9513,-93.09023,True,True,False
1104843002,RITTER,FRANK,MD,SAINT PAUL,MN,55102,44.93189,-93.12161,False,True,False
1487938460,SABHARWAL,PRIYANKA,M.D.,SAINT PAUL,MN,55130,44.97298,-93.08268,True,False,False
1902092091,SAHAYA,KINSHUK,MD,ROSEVILLE,MN,55113,45.01301,-93.15555,True,False,True
1548273303,SAMUELSSON,MELISSA,MD,SAINT PAUL,MN,55130,44.97298,-93.08268,True,False,False
1073505822,SCHANFIELD,PAUL,M.D.,MAPLEWOOD,MN,55109,45.01462,-93.02611,True,False,False
1386871614,SHAH,PALAK,MD,ROSEVILLE,MN,55113,45.01301,-93.15555,True,False,False
1992344832,SINGH,ISHPREET,MBBS,SAINT PAUL,MN,55102,44.93189,-93.12161,True,False,False
1518285725,SMITH,DOUGLAS,M.D.,ROSEVILLE,MN,55113,45.01301,-93.15555,False,True,False
1992016562,TAYLOR,CONNIE,MD,SIOUX FALLS,SD,57105,43.52065,-96.73534,False,True,False
1649546813,THOMPSON,SERENA,,ROSEVILLE,MN,55113,45.01301,-93.15555,True,False,False
1255310595,TULLOCH,JOHN,M.D.,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1558335307,UCER,MUSTAFA,MD,SAINT PAUL,MN,55130,44.97298,-93.08268,True,False,False
1861881625,WEINBERGER,STEPHANIE,PA-C,SAINT PAUL,MN,55104,44.95447,-93.16221,True,False,False
1740801034,WHEELER,DARLA,MD,ROSEVILLE,MN,55113,45.01301,-93.15555,True,False,True
1851314173,WHITE,JAMES,M.D.,SAINT PAUL,MN,55102,44.93189,-93.12161,True,False,False
1740360734,WICAL,BEVERLY,MD,SAINT PAUL,MN,55101,44.9513,-93.09023,False,True,False
1912264086,WINSLOW,JESSICA,MD,ROSEVILLE,MN,55113,45.01301,-93.15555,True,False,False
1144894700,ZIEGLER,JOHN,,ST LOUIS PARK,MN,55426,44.95532,-93.38088,True,False,False
1487607495,ABOLS-MANTYH,INGRID,M.D.,BURNSVILLE,MN,55337,44.77668,-93.27503,True,False,False
1942247986,AGGARWAL,RAJIV,"M.B., B.S.",BURNSVILLE,MN,55337,44.77668,-93.27503,True,False,False
1992908826,BEDI,GURDESH,MD,BURNSVILLE,MN,55337,44.77668,-93.27503,True,False,False
1639463185,BERGMAN-BOCK,STUART,M.D.,BURNSVILLE,MN,55337,44.77668,-93.27503,True,False,False
1013224427,BRITO DE ALMEIDA,LEONARDO,M.D.,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1194870634,BROWN,KEVIN,DO,WACONIA,MN,55387,44.85669,-93.77569,True,False,False
1598712465,CHADWICK,DONALD,M.D.,GOLDEN VALLEY,MN,55422,45.00908,-93.33952,False,True,False
1982610739,CORNELIUS,JASON,MD,MAPLE GROVE,MN,55369,45.12644,-93.44629,True,False,False
1952616690,DASTAGIR,AKRAM,M.D.,GOLDEN VALLEY,MN,55422,45.00908,-93.33952,True,False,False
1265488340,DONG,XIAOMING,M.D.,GOLDEN VALLEY,MN,55422,45.00908,-93.33952,True,False,False
1114241676,DORLAND,NATALIA,M.D.,MAPLE GROVE,MN,55369,45.12644,-93.44629,True,False,False
1952354870,ESPINOSA,ARMANTINA,M.D.,BURNSVILLE,MN,55337,44.77668,-93.27503,False,True,False
1306429238,GATES,MICHAEL,MD,BURNSVILLE,MN,55337,44.77668,-93.27503,True,False,False
1992745525,HOROWITZ,CHARLES,M.D.,MAPLE GROVE,MN,55369,45.12644,-93.44629,True,False,False
1194772103,HUBBARD,JACK,"Ph.D., M.D.",BURNSVILLE,MN,55337,44.77668,-93.27503,True,False,False
1588656417,KELKAR,PRAFUL,M.D.,GOLDEN VALLEY,MN,55422,45.00908,-93.33952,True,False,False
1912132572,MORAN,BRIAN,MD,DULUTH,MN,55805,46.80082,-92.09558,True,False,False
1376617449,MYERS,RUTH,MD,BURNSVILLE,MN,55306,44.73069,-93.292,True,False,False
1205049574,OSTRANDER,MATTHEW,MD,GOLDEN VALLEY,MN,55422,45.00908,-93.33952,True,False,False
1841511177,QUBTY,WILLIAM,MD,COON RAPIDS,MN,55433,45.16134,-93.31642,False,True,False
1508803834,SCOTT,LELAND,"M.D., Ph.D.",BURNSVILLE,MN,55337,44.77668,-93.27503,True,False,False
1548572647,SHARAF,ABOUBAKAR,MBBch,MAPLE GROVE,MN,55369,45.12644,-93.44629,True,False,False
1639197502,SILAS,MOLLY,M.D.,CHANHASSEN,MN,55317,44.85809,-93.55192,True,False,False
1538325345,VEEN,LYLA,M.D,COON RAPIDS,MN,55433,45.16134,-93.31642,True,False,False
1144951518,WOLFE,RANDI,,MINNETONKA,MN,55343,44.91441,-93.41625,True,False,False
1912923707,ZHAO,YU,"M.D, O.D",MAPLE GROVE,MN,55369,45.12644,-93.44629,True,False,False
1386718765,ADAM,GEORGE,M.D.,SAINT LOUIS PARK,MN,55416,44.94927,-93.33884,True,False,False
1295017044,AFEEFY,HEBA,"MD, PhD",SAINT CLOUD,MN,56303,45.57441,-94.21155,True,False,False
1508830779,AHMED,ANSAR,MBBS,MINNEAPOLIS,MN,55454,44.96966,-93.2422,True,False,False
1154883122,AKRAM,NIDA,MD,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1487323457,ALABOUDI,MALAK,MD,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1922685528,ALAJBEGOVIC,KATARINA,MD,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1043565757,ALAPATI,JAYASRI,MD,COON RAPIDS,MN,55433,45.16134,-93.31642,True,False,False
1194779389,ALDINGER,JANIECE,M.D.,EDINA,MN,55435,44.87352,-93.33471,True,False,False
1669110607,ALEX,BRIANNA,MD,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1417402751,ALKUWAITI,MOHAMMED,MBBS,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1578748893,ALLEN,JAMES,M.D.,GOLDEN VALLEY,MN,55422,45.00908,-93.33952,True,False,False
1982894010,ALLEN,JEFFREY,M.D.,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1982133674,ALMOAMEN,ALI,MB BCh BAO,MINNEAPOLIS,MN,55404,44.96197,-93.26085,True,False,False
1437103629,ALTAFULLAH,IRFAN,"M.B., B.S.",GOLDEN VALLEY,MN,55422,45.00908,-93.33952,True,False,False
1295775344,ANDERSON,DAVID,MD,MINNEAPOLIS,MN,55415,44.97478,-93.25765,True,False,False
1720607419,AREVALO CANIZALES,YURANY,MD,MINNEAPOLIS,MN,55404,44.96197,-93.26085,True,False,False
1760430128,ARLT,GEOFFREY,MD,MINNEAPOLIS,MN,55407,44.93503,-93.2529,True,False,False
1710610142,ARORA,SHAIFALI,MD,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1457454357,ASHE,JAMES,M.D.,MINNEAPOLIS,MN,55417,44.90409,-93.23078,True,False,False
1699955138,ASHE,KAREN,,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1780329995,BAI,AMERTA,"MBBS, MS",ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1184658486,BAKER,LOWELL,m.d.,MINNEAPOLIS,MN,55404,44.96197,-93.26085,True,False,False
1699741058,BANICA-WOLTERS,RALUCA,MD,EDINA,MN,55435,44.87352,-93.33471,True,False,False
1699914143,BANKIM BEHARI PATI,SANDIPAN PATI,,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,True
1326508375,BANKS,SAMANTHA,MD,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1447995659,BAUGHER,ELIZABETH,DO,ROCHESTER,MN,55905,44.05595,-92.52583,False,True,False
1437276573,BAZAKOS,ELIAS,M.D.,COON RAPIDS,MN,55433,45.16134,-93.31642,True,False,False
1457375008,BEATTIE,JEANNE,M.D.,ST LOUIS PARK,MN,55426,44.95532,-93.38088,True,False,False
1093788846,BELGRADE,MILES,MD,MINNEAPOLIS,MN,55454,44.96966,-93.2422,True,False,False
1255911988,BERMUDEZ NOGUERA,CAMILO,"MD, PhD",ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1306466230,BERNS,MEAGHAN,MD,MINNEAPOLIS,MN,55404,44.96197,-93.26085,True,False,False
1013263011,BERRY,BRENT,M.D./Ph.D.,GOLDEN VALLEY,MN,55422,45.00908,-93.33952,True,False,False
1982858239,BHATTI,DANISH,MBBS,MINNEAPOLIS,MN,55404,44.96197,-93.26085,True,False,False
1902850159,BIRNBAUM,GARY,M.D.,GOLDEN VALLEY,MN,55422,45.00908,-93.33952,True,False,False
1619358371,BLATTNER,MARGARET,"MD, PhD",ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1730152034,BOETTICHER,ABIGAIL,M.D.,MINNEAPOLIS,MN,55407,44.93503,-93.2529,True,True,False
1013544949,BREITENBUCHER,ADA,,MINNEAPOLIS,MN,55454,44.96966,-93.2422,True,False,False
1437185394,BRENINGSTALL,GALEN,M.D.,MINNEAPOLIS,MN,55455,44.97358,-93.23316,False,True,False
1710932009,BRODSKY,IVAN,M.D.,GOLDEN VALLEY,MN,55422,45.00908,-93.33952,True,False,False
1932355120,BROOMALL,EILEEN,MD,ROCHESTER,MN,55905,44.05595,-92.52583,False,True,False
1497374334,BUCIUC,MARINA,MD,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1740236546,BUNDLIE,SCOTT,MD,MINNEAPOLIS,MN,55415,44.97478,-93.25765,True,False,False
1235133851,BURSTEIN,LAWRENCE,M.D.,MINNEAPOLIS,MN,55407,44.93503,-93.2529,True,False,False
1841226735,BUSHARA,KHALAFALLA,"M.B., B.S.",MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1841088200,CACCIAGUERRA,LAURA,,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1679756720,CAI,DONGMING,M.D./Ph.D.,MINNEAPOLIS,MN,55416,44.94927,-93.33884,True,False,False
1194765388,CALKWOOD,JONATHAN,M.D.,GOLDEN VALLEY,MN,55422,45.00908,-93.33952,True,False,False
1942355490,CARPENTER,ADAM,M.D.,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1396044806,CATALFAMO,AMY,MD,BLOOMINGTON,MN,55435,44.87352,-93.33471,True,True,False
1922023431,CHA,YOON-HEE,MD,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1063449932,CHARNAS,LAWRENCE,"M.D., PhD",MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,True,False
1225602394,CHAUDHARY,HIRA,MD,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1790074136,CHEEMA,NATASHA,MD,ST LOUIS PARK,MN,55416,44.94927,-93.33884,True,False,False
1235133265,CHIASSON,MARY,D.O.,BLOOMINGTON,MN,55435,44.87352,-93.33471,True,False,False
1225309875,CHO,JAEHOON,M.D.,COON RAPIDS,MN,55433,45.16134,-93.31642,True,False,False
1174839542,CHOI,HYOUNG WON,MD,MINNEAPOLIS,MN,55454,44.96966,-93.2422,False,True,False
1548010309,CHOUHDRY,HIRA,MD,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1972923423,CHRISTNOVICH,ANTHONY,D.O.,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1841263696,CLAVEL,ALFRED,MD,MINNEAPOLIS,MN,55454,44.96966,-93.2422,True,False,False
1003444043,COBURN,RYAN,MD,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1982132528,COLE,MICHAEL,MD,MINNEAPOLIS,MN,55454,44.96966,-93.2422,True,True,False
1750745832,CONNOR,ALLYSON,MD,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1013202100,CONWAY,BRITTANI,M.D.,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1952729824,COOK,MELISSA,,WAUKESHA,WI,53186,43.02337,-88.20311,True,False,False
1649731985,CRANDALL,ROSS,MD,MINNEAPOLIS,MN,55404,44.96197,-93.26085,True,False,False
1265285308,CUNNINGHAM,RIKKI,MD,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1346735750,DABAJA,HICHAM,MD,MINNEAPOLIS,MN,55454,44.96966,-93.2422,False,True,True
1790709855,DAHLQUIST,NEIL,MD,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1205004249,DAMERGIS,JOHN,M.D.,BLOOMINGTON,MN,55435,44.87352,-93.33471,True,False,False
1164403994,DANG,THANH,MD,BLOOMINGTON,MN,55435,44.87352,-93.33471,True,False,False
1205810488,DAVENPORT,JOHN,,ST LOUIS PARK,MN,55426,44.95532,-93.38088,True,False,False
1922426147,DOMINGO,KRISTINE,,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1801474457,DOMINGUEZ,GRACE MARIE NICOLE,MD,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1033113063,DOVE,GERALD,M.D.,BLOOMINGTON,MN,55435,44.87352,-93.33471,True,False,True
1356959761,DUQUE RAMIREZ,ALEJANDRA,MD,MINNEAPOLIS,MN,55404,44.96197,-93.26085,True,False,False
1912199787,EBBERS-FURMANEK,CHRISTINE,D.O.,MINNEAPOLIS,MN,55435,44.87352,-93.33471,True,False,False
1922669076,EDWARDS,CHRISTOPHER,DO,ST LOUIS PARK,MN,55426,44.95532,-93.38088,True,False,False
1154607489,ELGALLAB,JANET,MD,MINNEAPOLIS,MN,55407,44.93503,-93.2529,False,True,False
1316109697,ENDURI,SAILAJA,MD,EDINA,MN,55435,44.87352,-93.33471,True,False,False
1417976077,EVANS,CHAD,M.D.,MINNEAPOLIS,MN,55435,44.87352,-93.33471,True,False,False
1780613075,EXCONDE,RUPERT,M.D.,MINNEAPOLIS,MN,55435,44.87352,-93.33471,True,False,True
1336880525,FARHAT,JORDAN,DO,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1134125560,FARMER,CHARLOTTE,"RN, MA, CNP",MINNEAPOLIS,MN,55407,44.93503,-93.2529,True,False,False
1205321866,FERGUSON,KATHERINE,MD,BLOOMINGTON,MN,55435,44.87352,-93.33471,False,True,False
1093125890,FIGUEROA,MICHAEL,,SAINT LOUIS PARK,MN,55426,44.95532,-93.38088,True,False,False
1689603888,FIOL,MIGUEL,M.D.,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1427071752,FLOBERG,JOHN,MD,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1326095910,FRANCIS,GAIL,M.D.,GOLDEN VALLEY,MN,55422,45.00908,-93.33952,True,False,False
1578548335,FREKING,DANIEL,,ST LOUIS PARK,MN,55426,44.95532,-93.38088,True,False,False
1407981210,FRIDAY,TACJANA,MD,BLAINE,MN,55434,45.16809,-93.2505,True,False,False
1366245706,FRIEDENBERG,ISABEL,,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1548795305,GAGESCH,KELSEY,M.D.,MADISON,WI,53792,43.07754,-89.43065,True,False,False
1710877717,GATTAS,SUSANNAH,MBBS,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1588671259,GEDAN,JOEL,MD,EDINA,MN,55435,44.87352,-93.33471,True,False,False
1528012051,GHAZALI,MASOOD,"M.B., B.S.",COON RAPIDS,MN,55433,45.16134,-93.31642,True,False,False
1447776760,GIUSTE,FELIPE,,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1841584091,GOLDEN,ERIN,MD,MINNEAPOLIS,MN,55415,44.97478,-93.25765,True,False,False
1033113089,GOLDEN,RICHARD,M.D.,MINNEAPOLIS,MN,55407,44.93503,-93.2529,True,False,False
1275796732,GOLDSTEIN,JESSICA,M.D.,MINNEAPOLIS,MN,55454,44.96966,-93.2422,False,True,False
1386223741,GRADIN,COLLIN,MD,ST LOUIS PARK,MN,55426,44.95532,-93.38088,True,False,False
1417951435,GROESCHEL,ANA,M.D.,BLAINE,MN,55434,45.16809,-93.2505,True,False,False
1184360935,GULLAPALLI,GAUTAM,MBBS,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1811561376,HANES,ERNEST,DO,MINNEAPOLIS,MN,55435,44.87352,-93.33471,True,False,False
1750367512,HANSON,SANDRA,MD,ST LOUIS PARK,MN,55426,44.95532,-93.38088,True,False,False
1215458351,HARIHARAN,PRAVEEN,MD,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1942838990,HASS,REECE,,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1326095092,HEIRING,JESSICA,,GOLDEN VALLEY,MN,55422,45.00908,-93.33952,True,False,False
1861257438,HELLER,GREGORY,MD,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1568569085,HENRY,THOMAS,M.D.,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1598057952,HERINGLAKE JASPERS,CHRISTINA,M.D.,COON RAPIDS,MN,55433,45.16134,-93.31642,True,False,False
1154514487,HERNANDEZ,ERIC,"M.D., Ph.D.",WILLMAR,MN,56201,45.10152,-95.0419,True,False,False
1578133799,HERNANDEZ GUILARTE,MARIA,MD,EAU CLAIRE,WI,54703,44.83443,-91.51609,True,False,False
1912709916,HERNANDEZ,JAIRO,MD,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1598929804,HOANG-TIENOR,THUY AN,MD,MINNEAPOLIS,MN,55404,44.96197,-93.26085,True,False,False
1710470836,HOF,CAITLIN,MD,MINNEAPOLIS,MN,55404,44.96197,-93.26085,True,False,False
1114553013,HOLMES,CARMEN,MD,ROCHESTER,MN,55905,44.05595,-92.52583,True,False,False
1407897804,HOWELL,MICHAEL,MD,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1427412584,HRACHOVA,MAYA,,MINNEAPOLIS,MN,55407,44.93503,-93.2529,True,False,False
1871975672,HWANG,BYUNGKWAN,M.D.,MINNEAPOLIS,MN,55407,44.93503,-93.2529,True,False,False
1083661680,IDELKOPE,BRUCE,M.D.,EDINA,MN,55435,44.87352,-93.33471,True,False,False
1134566276,INDAVARAPU,AJIT,MD,MINNEAPOLIS,MN,55415,44.97478,-93.25765,True,False,False
1124068770,INGENITO,ALLAN,M.D.,COON RAPIDS,MN,55433,45.16134,-93.31642,True,True,False
1053630335,IRFAN,MUNA,M.D.,MINNEAPOLIS,MN,55404,44.96197,-93.26085,True,False,False
1518901271,JANARDHAN,VALLABH,MBBS,MINNEAPOLIS,MN,55455,44.97358,-93.23316,True,False,False
1336145051,JANOUSEK,STEVEN,M.D.,BLOOMINGTON,MN,55435,44.87352,-93.33471,True,True,False
1356761639,JARNOT,JESSICA,M.D.,EDINA,MN,55435,44.87352,-93.33471,True,False,False
1538725981,JENSEN,KELSEY,MD,MINNEAPOLIS,MN,55404,44.96197,-93.26085,True,False,False
1669851572,JEWELL,ARMIN,D.O.,ST LOUIS PARK,MN,55426,44.95532,-93.38088,True,False,False
