year,molecule,sdud_product_prefix,example_product_name,molecule_generic_status,product_generic_status,orange_book_marketed_andas,orange_book_marketed_ndas,orange_book_first_anda,orange_book_discontinued_andas,nadac_generic_ndcs,nadac_brand_ndcs,prescriptions,total_reimbursed_usd,dollars_per_rx,units_per_rx,brand_dispensed_rx,brand_dispensed_usd,generic_dispensed_rx,generic_dispensed_usd,distinct_ndcs,suppressed_rows,share_of_all_asm_rx_pct,share_of_all_asm_spend_pct,molecule_evidence,nadac_evidence,product_evidence,estimated_people,person_estimate_basis
2025,vigabatrin,VIGABATRIN,VIGABATRIN,generic available,generic available,18,3,"Apr 27, 2017",9,0,0,66,78727.51,1192.84,113.6,0,0.0,66,78727.51,6,20,0.02,0.177,"Orange Book 2026-09-11: 18 marketed generic (ANDA) products, earliest approved Apr 27, 2017.",NADAC 2019 to 2026: this molecule never appears (specialty pharmacy).,Generic-name product; same verdict as the molecule.,,
2025,oxcarbazepine,TRILEPTAL,TRILEPTAL,generic available,generic available,51,7,"Oct 9, 2007",15,106,7,40,75079.96,1877.0,180.5,40,75079.96,0,0.0,3,21,0.012,0.169,"Orange Book 2026-09-11: 51 marketed generic (ANDA) products, earliest approved Oct 9, 2007.","NADAC 2019 to 2026: 106 generic NDCs, 7 brand NDCs.",Marketed ANDAs of the same ingredient and dosage form: SUSPENSION;ORAL (12); TABLET;ORAL (30).,,
2025,phenytoin,PHENYTOIN,PHENYTOIN,generic available,generic available,21,2,"Approved Prior to Jan 1, 1982",40,64,2,1936,65085.63,33.62,137.5,0,0.0,1936,65085.63,17,33,0.577,0.146,"Orange Book 2026-09-11: 21 marketed generic (ANDA) products, earliest approved Approved Prior to Jan 1, 1982.","NADAC 2019 to 2026: 64 generic NDCs, 2 brand NDCs.",Generic-name product; same verdict as the molecule.,,
2025,phenobarbital,PHENOBARBI,PHENOBARBI,generic available,generic available,0,1,,0,174,0,1760,56325.07,32.0,284.4,0,0.0,1760,56325.07,97,333,0.525,0.127,"Orange Book lists only Sezaby, a phenobarbital sodium injection for neonatal seizures (NDA 215910). Oral phenobarbital predates the 1938 Food, Drug, and Cosmetic Act, is marketed without an approved application, and so is absent from the Orange Book. NADAC carries it as generic, and Minnesota Medicaid paid $32 per prescription in the latest full year, which is generic pricing.","NADAC 2019 to 2026: 174 generic NDCs, 0 brand NDCs.",Generic-name product; same verdict as the molecule.,,
2025,carbamazepine,CARBATROL,CARBATROL,generic available,generic available,63,11,"Jul 29, 1992",28,116,8,266,39905.26,150.02,86.7,266,39905.26,0,0.0,3,4,0.079,0.09,"Orange Book 2026-09-11: 63 marketed generic (ANDA) products, earliest approved Jul 29, 1992.","NADAC 2019 to 2026: 116 generic NDCs, 8 brand NDCs.","Marketed ANDAs of the same ingredient and dosage form: CAPSULE, EXTENDED RELEASE;ORAL (9).",,
2025,primidone,PRIMIDONE,PRIMIDONE,generic available,generic available,14,2,"Approved Prior to Jan 1, 1982",7,43,1,1259,24084.06,19.13,71.1,0,0.0,1259,24084.06,20,65,0.376,0.054,"Orange Book 2026-09-11: 14 marketed generic (ANDA) products, earliest approved Approved Prior to Jan 1, 1982.","NADAC 2019 to 2026: 43 generic NDCs, 1 brand NDCs.",Generic-name product; same verdict as the molecule.,,
2025,carbamazepine,TEGRETOL,TEGRETOL,generic available,generic available,63,11,"Jul 29, 1992",28,116,8,61,23401.0,383.62,121.1,61,23401.0,0,0.0,5,30,0.018,0.053,"Orange Book 2026-09-11: 63 marketed generic (ANDA) products, earliest approved Jul 29, 1992.","NADAC 2019 to 2026: 116 generic NDCs, 8 brand NDCs.","Marketed ANDAs of the same ingredient and dosage form: SUSPENSION;ORAL (3); TABLET, EXTENDED RELEASE;ORAL (39); TABLET;ORAL (8).",,
2025,rufinamide,BANZEL,BANZEL,generic available,generic available,23,3,"May 16, 2016",0,22,3,11,19722.35,1792.94,155.5,11,19722.35,0,0.0,3,20,0.003,0.044,"Orange Book 2026-09-11: 23 marketed generic (ANDA) products, earliest approved May 16, 2016.","NADAC 2019 to 2026: 22 generic NDCs, 3 brand NDCs.",Marketed ANDAs of the same ingredient and dosage form: SUSPENSION;ORAL (8); TABLET;ORAL (15).,,
2025,perampanel,PERAMPANEL,PERAMPANEL,generic available,generic available,20,7,"May 23, 2025",0,20,14,13,10377.95,798.3,25.4,0,0.0,13,10377.95,10,26,0.004,0.023,"Orange Book 2026-09-11: 20 marketed generic (ANDA) products, earliest approved May 23, 2025.","NADAC 2019 to 2026: 20 generic NDCs, 14 brand NDCs.",Generic-name product; same verdict as the molecule.,,
2025,phenytoin,PHENYTEK,PHENYTEK,generic available,generic available,21,2,"Approved Prior to Jan 1, 1982",40,64,2,40,2980.88,74.52,51.0,40,2980.88,0,0.0,4,17,0.012,0.007,"Orange Book 2026-09-11: 21 marketed generic (ANDA) products, earliest approved Approved Prior to Jan 1, 1982.","NADAC 2019 to 2026: 64 generic NDCs, 2 brand NDCs.",Marketed ANDAs of the same ingredient and dosage form: CAPSULE;ORAL (7).,,
2025,valproate,VALPROATE,VALPROATE,generic available,generic available,62,6,"Oct 29, 1991",36,186,16,12,62.26,5.19,1.3,0,0.0,12,62.26,8,23,0.004,0.0,"Orange Book 2026-09-11: 62 marketed generic (ANDA) products, earliest approved Oct 29, 1991.","NADAC 2019 to 2026: 186 generic NDCs, 16 brand NDCs.",Generic-name product; same verdict as the molecule.,,
2025,methsuximide,CELONTIN,CELONTIN,generic available,generic available,1,1,"May 1, 2023",0,0,1,0,0.0,,,0,0.0,0,0.0,1,8,0.0,0.0,"Orange Book 2026-09-11: 1 marketed generic (ANDA) product, earliest approved May 1, 2023.","NADAC 2019 to 2026: 0 generic NDCs, 1 brand NDCs.",Marketed ANDAs of the same ingredient and dosage form: CAPSULE;ORAL (1).,,
2025,topiramate,QUDEXY,QUDEXY XR,generic available,generic available,132,20,"Mar 27, 2009",65,200,25,0,0.0,,,0,0.0,0,0.0,3,9,0.0,0.0,"Orange Book 2026-09-11: 132 marketed generic (ANDA) products, earliest approved Mar 27, 2009.","NADAC 2019 to 2026: 200 generic NDCs, 25 brand NDCs.","Marketed ANDAs of the same ingredient and dosage form: CAPSULE, EXTENDED RELEASE;ORAL (65).",,
2025,clobazam,SYMPAZAN,SYMPAZAN,generic available,brand only,28,6,"Oct 22, 2018",22,45,9,0,0.0,,,0,0.0,0,0.0,2,11,0.0,0.0,"Orange Book 2026-09-11: 28 marketed generic (ANDA) products, earliest approved Oct 22, 2018.","NADAC 2019 to 2026: 45 generic NDCs, 9 brand NDCs.",Marketed ANDAs of the same ingredient and dosage form: FILM;ORAL (0).,,No dose assumption recorded for this product.
2025,eslicarbazepine,ESLICARBAZ,ESLICARBAZ,generic available,generic available,36,4,"Jun 29, 2021",0,28,4,0,0.0,,,0,0.0,0,0.0,13,32,0.0,0.0,"Orange Book 2026-09-11: 36 marketed generic (ANDA) products, earliest approved Jun 29, 2021.","NADAC 2019 to 2026: 28 generic NDCs, 4 brand NDCs.",Generic-name product; same verdict as the molecule.,,
2025,topiramate,TROKENDI,TROKENDI X,generic available,generic available,132,20,"Mar 27, 2009",65,200,25,0,0.0,,,0,0.0,0,0.0,3,18,0.0,0.0,"Orange Book 2026-09-11: 132 marketed generic (ANDA) products, earliest approved Mar 27, 2009.","NADAC 2019 to 2026: 200 generic NDCs, 25 brand NDCs.","Marketed ANDAs of the same ingredient and dosage form: CAPSULE, EXTENDED RELEASE;ORAL (65).",,
2025,levetiracetam,SPRITAM,SPRITAM,generic available,brand only,140,13,"Nov 4, 2008",90,218,15,0,0.0,,,0,0.0,0,0.0,3,7,0.0,0.0,"Orange Book 2026-09-11: 140 marketed generic (ANDA) products, earliest approved Nov 4, 2008.","NADAC 2019 to 2026: 218 generic NDCs, 15 brand NDCs.","Marketed ANDAs of the same ingredient and dosage form: TABLET, FOR SUSPENSION;ORAL (0).",,No dose assumption recorded for this product.
2025,methsuximide,METHSUXIMI,METHSUXIMI,generic available,generic available,1,1,"May 1, 2023",0,0,1,0,0.0,,,0,0.0,0,0.0,1,7,0.0,0.0,"Orange Book 2026-09-11: 1 marketed generic (ANDA) product, earliest approved May 1, 2023.","NADAC 2019 to 2026: 0 generic NDCs, 1 brand NDCs.",Generic-name product; same verdict as the molecule.,,
2025,tiagabine,TIAGABINE,TIAGABINE,generic available,generic available,4,4,"Nov 16, 2021",10,12,1,0,0.0,,,0,0.0,0,0.0,5,17,0.0,0.0,"Orange Book 2026-09-11: 4 marketed generic (ANDA) products, earliest approved Nov 16, 2021.","NADAC 2019 to 2026: 12 generic NDCs, 1 brand NDCs.",Generic-name product; same verdict as the molecule.,,
2025,lacosamide,MOTPOLY,MOTPOLY XR,generic available,brand only,72,9,"Mar 17, 2022",23,92,14,0,0.0,,,0,0.0,0,0.0,3,12,0.0,0.0,"Orange Book 2026-09-11: 72 marketed generic (ANDA) products, earliest approved Mar 17, 2022.","NADAC 2019 to 2026: 92 generic NDCs, 14 brand NDCs.","Marketed ANDAs of the same ingredient and dosage form: CAPSULE, EXTENDED RELEASE;ORAL (0).",,No dose assumption recorded for this product.
2025,ethosuximide,ZARONTIN,ZARONTIN,generic available,generic available,7,1,"Approved Prior to Jan 1, 1982",2,14,1,0,0.0,,,0,0.0,0,0.0,1,1,0.0,0.0,"Orange Book 2026-09-11: 7 marketed generic (ANDA) products, earliest approved Approved Prior to Jan 1, 1982.","NADAC 2019 to 2026: 14 generic NDCs, 1 brand NDCs.",Marketed ANDAs of the same ingredient and dosage form: CAPSULE;ORAL (4); SYRUP;ORAL (3).,,
2025,rescue_diazepam,LIBERVANT,LIBERVANT,generic available,brand only,5,6,"May 30, 2023",0,15,10,0,0.0,,,0,0.0,0,0.0,2,2,0.0,0.0,"Orange Book 2026-09-11: 5 marketed generic (ANDA) products, earliest approved May 30, 2023.","NADAC 2019 to 2026: 15 generic NDCs, 10 brand NDCs.","Diazepam buccal film. Drugs@FDA (openFDA drugsfda API, queried 2026-09-17) returns NDA 212641 and NDA 218623, both Aquestive, and no abbreviated application. The Orange Book product file lists no diazepam film of any route.",,"Taken as needed to stop a seizure. Fills per person per year cannot be derived or assumed, so no head count is given."
